,release_date,production_budget_x,worldwide_gross,title_year,studio,roi,production_budget_y,studio_size,movie_budget_size
0,2010-01-08,18000000,19685588,Youth in Revolt 2010,W/Dim.,0.09364377777777778,172500000,Large,Blockbuster
1,2010-08-20,24000000,83660160,Piranha 3D 2010,W/Dim.,2.48584,172500000,Large,Blockbuster
2,2011-04-15,40000000,95989590,Scream 4 2011,W/Dim.,1.39973975,172500000,Large,Blockbuster
3,2011-08-19,27000000,80681183,Spy Kids: All the Time in the World 2011,W/Dim.,1.988191962962963,172500000,Large,Blockbuster
4,2011-09-02,5000000,26517819,Apollo 18 2011,W/Dim.,4.3035638,172500000,Large,Medium
5,2013-02-22,3500000,27704111,Dark Skies 2013,W/Dim.,6.9154602857142855,172500000,Large,Medium
6,2015-01-16,55000000,258789097,Paddington 2015,W/Dim.,3.705256309090909,172500000,Large,Blockbuster
7,2010-01-08,19000000,32618920,Leap Year 2010,Uni.,0.7167852631578947,6473700000,Large,Blockbuster
8,2010-02-12,150000000,142634358,The Wolfman 2010,Uni.,-0.04910428,6473700000,Large,Blockbuster
9,2010-03-12,100000000,97523020,Green Zone 2010,Uni.,-0.0247698,6473700000,Large,Blockbuster
10,2010-03-19,32000000,18195238,Repo Men 2010,Uni.,-0.4313988125,6473700000,Large,Blockbuster
11,2010-05-14,210000000,322459006,Robin Hood 2010,Uni.,0.5355190761904762,6473700000,Large,Blockbuster
12,2010-05-21,10000000,8629895,MacGruber 2010,Uni.,-0.1370105,6473700000,Large,Blockbuster
13,2010-06-04,40000000,91455875,Get Him to the Greek 2010,Uni.,1.286396875,6473700000,Large,Blockbuster
14,2010-07-09,69000000,543464573,Despicable Me 2010,Uni.,6.87629815942029,6473700000,Large,Blockbuster
15,2010-07-30,44000000,48478084,Charlie St. Cloud 2010,Uni.,0.10177463636363636,6473700000,Large,Blockbuster
16,2010-09-17,10000000,63354114,Devil 2010,Uni.,5.3354114,6473700000,Large,Blockbuster
17,2010-10-08,25000000,16727470,My Soul to Take 2010,Uni.,-0.3309012,6473700000,Large,Blockbuster
18,2010-11-12,10000000,68264973,Skyline 2010,Uni.,5.8264973,6473700000,Large,Blockbuster
19,2010-12-22,100000000,310650574,Little Fockers 2010,Uni.,2.10650574,6473700000,Large,Blockbuster
20,2011-01-14,70000000,70546865,The Dilemma 2011,Uni.,0.007812357142857143,6473700000,Large,Blockbuster
21,2011-02-04,30000000,108957098,Sanctum 2011,Uni.,2.631903266666667,6473700000,Large,Blockbuster
22,2011-03-04,50200000,126931325,The Adjustment Bureau 2011,Uni.,1.5285124501992031,6473700000,Large,Blockbuster
23,2011-03-18,40000000,101162106,Paul 2011,Uni.,1.52905265,6473700000,Large,Blockbuster
24,2011-04-01,63000000,188657593,Hop 2011,Uni.,1.9945649682539683,6473700000,Large,Blockbuster
25,2011-04-08,50000000,26121638,Your Highness 2011,Uni.,-0.47756724,6473700000,Large,Blockbuster
26,2011-04-29,125000000,630163454,Fast Five 2011,Uni.,4.041307632,6473700000,Large,Blockbuster
27,2011-05-13,32500000,289632023,Bridesmaids 2011,Uni.,7.911754553846154,6473700000,Large,Blockbuster
28,2011-07-01,30000000,61449135,Larry Crowne 2011,Uni.,1.0483045,6473700000,Large,Blockbuster
29,2011-08-05,52000000,75997067,The Change-Up 2011,Uni.,0.4614820576923077,6473700000,Large,Blockbuster
30,2011-09-30,50000000,41642166,Dream House 2011,Uni.,-0.16715668,6473700000,Large,Blockbuster
31,2011-10-21,45000000,164640401,Johnny English Reborn 2011,Uni.,2.6586755777777777,6473700000,Large,Blockbuster
32,2011-11-04,85000000,150422946,Tower Heist 2011,Uni.,0.7696817176470588,6473700000,Large,Blockbuster
33,2012-01-13,25000000,98406855,Contraband 2012,Uni.,2.9362742,6473700000,Large,Blockbuster
34,2012-02-03,40000000,25268680,Big Miracle 2012,Uni.,-0.368283,6473700000,Large,Blockbuster
35,2012-02-10,85000000,208542162,Safe House 2012,Uni.,1.4534372,6473700000,Large,Blockbuster
36,2012-02-24,32500000,24159934,Wanderlust 2012,Uni.,-0.2566174153846154,6473700000,Large,Blockbuster
37,2012-04-06,50000000,236799211,American Reunion 2012,Uni.,3.73598422,6473700000,Large,Blockbuster
38,2012-04-27,30000000,61623819,The Five-Year Engagement 2012,Uni.,1.0541273,6473700000,Large,Blockbuster
39,2012-05-18,220000000,313477717,Battleship 2012,Uni.,0.4248987136363636,6473700000,Large,Blockbuster
40,2012-06-01,170000000,401021746,Snow White and the Huntsman 2012,Uni.,1.3589514470588235,6473700000,Large,Blockbuster
41,2012-06-29,50000000,556016627,Ted 2012,Uni.,10.12033254,6473700000,Large,Blockbuster
42,2012-08-10,125000000,280355920,The Bourne Legacy 2012,Uni.,1.24284736,6473700000,Large,Blockbuster
43,2012-09-28,17000000,116044347,Pitch Perfect 2012,Uni.,5.826138058823529,6473700000,Large,Blockbuster
44,2012-11-02,15000000,22018988,The Man with the Iron Fists 2012,Uni.,0.46793253333333334,6473700000,Large,Blockbuster
45,2013-01-18,15000000,148095566,Mama 2013,Uni.,8.873037733333334,6473700000,Large,Blockbuster
46,2013-02-08,35000000,175361578,Identity Thief 2013,Uni.,4.0103308,6473700000,Large,Blockbuster
47,2013-04-19,120000000,287916633,Oblivion 2013,Uni.,1.399305275,6473700000,Large,Blockbuster
48,2013-06-07,3000000,91266581,The Purge 2013,Uni.,29.422193666666665,6473700000,Large,Medium
49,2013-07-03,76000000,975216835,Despicable Me 2 2013,Uni.,11.831800460526315,6473700000,Large,Blockbuster
50,2013-07-19,130000000,79076678,R.I.P.D. 2013,Uni.,-0.39171786153846155,6473700000,Large,Blockbuster
51,2013-08-02,61000000,132493015,2 Guns 2013,Uni.,1.1720166393442624,6473700000,Large,Blockbuster
52,2013-08-16,28000000,63129909,Kick-Ass 2 2013,Uni.,1.2546396071428572,6473700000,Large,Blockbuster
53,2013-09-06,38000000,94763758,Riddick 2013,Uni.,1.4937831052631578,6473700000,Large,Blockbuster
54,2013-11-01,12000000,89309178,About Time 2013,Uni.,6.4424315,6473700000,Large,Blockbuster
55,2013-11-15,17000000,72835710,The Best Man Holiday 2013,Uni.,3.2844535294117647,6473700000,Large,Blockbuster
56,2013-12-25,40000000,149804632,Lone Survivor 2013,Uni.,2.7451158,6473700000,Large,Blockbuster
57,2013-12-25,175000000,151716815,47 Ronin 2013,Uni.,-0.13304677142857144,6473700000,Large,Blockbuster
58,2014-01-17,25000000,153733800,Ride Along 2014,Uni.,5.149352,6473700000,Large,Blockbuster
59,2014-02-28,50000000,222383055,Non-Stop 2014,Uni.,3.4476611,6473700000,Large,Blockbuster
60,2014-05-09,18000000,270944428,Neighbors 2014,Uni.,14.052468222222222,6473700000,Large,Blockbuster
61,2014-07-18,9000000,111534881,The Purge: Anarchy 2014,Uni.,11.392764555555555,6473700000,Large,Medium
62,2014-07-25,40000000,457507776,Lucy 2014,Uni.,10.4376944,6473700000,Large,Blockbuster
63,2014-09-19,28000000,62108587,A Walk Among the Tombstones 2014,Uni.,1.2181638214285715,6473700000,Large,Blockbuster
64,2014-10-10,70000000,220241723,Dracula Untold 2014,Uni.,2.1463103285714284,6473700000,Large,Blockbuster
65,2014-10-24,5000000,103300632,Ouija 2014,Uni.,19.6601264,6473700000,Large,Medium
66,2014-11-14,40000000,156553592,Dumb and Dumber To 2014,Uni.,2.9138398,6473700000,Large,Blockbuster
67,2014-12-25,65000000,163527824,Unbroken 2014,Uni.,1.5158126769230769,6473700000,Large,Blockbuster
68,2015-01-16,70000000,19665004,Blackhat 2015,Uni.,-0.7190713714285715,6473700000,Large,Blockbuster
69,2015-01-23,4000000,53401938,The Boy Next Door 2015,Uni.,12.3504845,6473700000,Large,Medium
70,2015-02-06,95000000,108874967,Seventh Son 2015,Uni.,0.14605228421052632,6473700000,Large,Blockbuster
71,2015-02-13,40000000,570998101,Fifty Shades of Grey 2015,Uni.,13.274952525,6473700000,Large,Blockbuster
72,2015-04-03,190000000,1518722794,Furious 7 2015,Uni.,6.9932778631578945,6473700000,Large,Blockbuster
73,2015-04-17,1000000,64364198,Unfriended 2015,Uni.,63.364198,6473700000,Large,Medium
74,2015-05-15,29000000,287625468,Pitch Perfect 2 2015,Uni.,8.918119586206897,6473700000,Large,Blockbuster
75,2015-06-12,215000000,1648854864,Jurassic World 2015,Uni.,6.669092390697674,6473700000,Large,Blockbuster
76,2015-06-26,68000000,217214143,Ted 2 2015,Uni.,2.194325632352941,6473700000,Large,Blockbuster
77,2015-07-10,74000000,1160336173,Minions 2015,Uni.,14.680218554054054,6473700000,Large,Blockbuster
78,2015-07-17,35000000,141123897,Trainwreck 2015,Uni.,3.0321113428571427,6473700000,Large,Blockbuster
79,2015-08-14,28000000,202182981,Straight Outta Compton 2015,Uni.,6.22082075,6473700000,Large,Blockbuster
80,2015-09-11,5000000,98677816,The Visit 2015,Uni.,18.7355632,6473700000,Large,Medium
81,2015-10-09,30000000,35579007,Steve Jobs 2015,Uni.,0.1859669,6473700000,Large,Blockbuster
82,2015-10-16,55000000,74966854,Crimson Peak 2015,Uni.,0.3630337090909091,6473700000,Large,Blockbuster
83,2015-10-23,5000000,2368937,Jem and the Holograms 2015,Uni.,-0.5262126,6473700000,Large,Medium
84,2015-11-13,20000000,3727746,By the Sea 2015,Uni.,-0.8136127,6473700000,Large,Blockbuster
85,2015-11-20,25000000,42425450,Legend 2015,Uni.,0.697018,6473700000,Large,Blockbuster
86,2015-12-04,15000000,61788393,Krampus 2015,Uni.,3.1192262,6473700000,Large,Blockbuster
87,2015-12-18,30000000,106030660,Sisters 2015,Uni.,2.5343553333333335,6473700000,Large,Blockbuster
88,2016-01-15,40000000,124827316,Ride Along 2 2016,Uni.,2.1206829,6473700000,Large,Blockbuster
89,2016-02-05,22000000,64160680,"Hail, Caesar! 2016",Uni.,1.9163945454545455,6473700000,Large,Blockbuster
90,2016-03-25,18000000,92096558,My Big Fat Greek Wedding 2 2016,Uni.,4.116475444444444,6473700000,Large,Blockbuster
91,2016-04-08,29000000,78652207,The Boss 2016,Uni.,1.7121450689655173,6473700000,Large,Blockbuster
92,2016-05-20,35000000,108757621,Neighbors 2: Sorority Rising 2016,Uni.,2.1073606,6473700000,Large,Blockbuster
93,2016-06-10,160000000,425522281,Warcraft 2016,Uni.,1.65951425625,6473700000,Large,Blockbuster
94,2016-07-01,10000000,118514727,The Purge: Election Year 2016,Uni.,10.8514727,6473700000,Large,Blockbuster
95,2016-07-08,75000000,886750534,The Secret Life of Pets 2016,Uni.,10.823340453333333,6473700000,Large,Blockbuster
96,2016-07-29,120000000,416168316,Jason Bourne 2016,Uni.,2.4680693,6473700000,Large,Blockbuster
97,2016-10-21,9000000,81831866,Ouija: Origin of Evil 2016,Uni.,8.092429555555556,6473700000,Large,Medium
98,2016-11-11,17000000,42493506,Almost Christmas 2016,Uni.,1.499618,6473700000,Large,Blockbuster
99,2016-12-21,75000000,634454789,Sing 2016,Uni.,7.459397186666667,6473700000,Large,Blockbuster
100,2017-01-20,5000000,278964806,Split 2017,Uni.,54.7929612,6473700000,Large,Medium
101,2017-02-10,55000000,381398492,Fifty Shades Darker 2017,Uni.,5.934518036363636,6473700000,Large,Blockbuster
102,2017-02-17,150000000,334486852,The Great Wall 2017,Uni.,1.2299123466666666,6473700000,Large,Blockbuster
103,2017-02-24,5000000,255367951,Get Out 2017,Uni.,50.0735902,6473700000,Large,Medium
104,2017-04-14,250000000,1234846267,The Fate of the Furious 2017,Uni.,3.939385068,6473700000,Large,Blockbuster
105,2017-06-30,75000000,1034727750,Despicable Me 3 2017,Uni.,12.79637,6473700000,Large,Blockbuster
106,2017-07-21,28000000,140886353,Girls Trip 2017,Uni.,4.0316554642857145,6473700000,Large,Blockbuster
107,2017-09-29,50000000,135569212,American Made 2017,Uni.,1.71138424,6473700000,Large,Blockbuster
108,2017-10-13,5000000,125010260,Happy Death Day 2017,Uni.,24.002052,6473700000,Large,Medium
109,2017-10-20,35000000,43226146,The Snowman 2017,Uni.,0.23503274285714285,6473700000,Large,Blockbuster
110,2017-12-22,45000000,185736412,Pitch Perfect 3 2017,Uni.,3.1274758222222223,6473700000,Large,Blockbuster
111,2018-01-05,10000000,167885588,Insidious: The Last Key 2018,Uni.,15.7885588,6473700000,Large,Blockbuster
112,2018-02-09,55000000,371350619,Fifty Shades Freed 2018,Uni.,5.751829436363637,6473700000,Large,Blockbuster
113,2018-04-06,21000000,94045328,Blockers 2018,Uni.,3.4783489523809523,6473700000,Large,Blockbuster
114,2018-04-13,3500000,95127344,Truth or Dare 2018,Uni.,26.179241142857144,6473700000,Large,Medium
115,2018-06-22,170000000,1305772799,Jurassic World: Fallen Kingdom 2018,Uni.,6.681016464705882,6473700000,Large,Blockbuster
116,2018-07-04,13000000,136617305,The First Purge 2018,Uni.,9.509023461538462,6473700000,Large,Blockbuster
117,2018-07-13,125000000,304115534,Skyscraper 2018,Uni.,1.432924272,6473700000,Large,Blockbuster
118,2018-10-12,60000000,105203825,First Man 2018,Uni.,0.7533970833333333,6473700000,Large,Blockbuster
119,2018-11-16,23000000,322034439,Green Book 2018,Uni.,13.001497347826087,6473700000,Large,Blockbuster
120,2018-12-14,100000000,85287417,Mortal Engines 2018,Uni.,-0.14712583,6473700000,Large,Blockbuster
121,2018-12-21,45000000,12874922,Welcome to Marwen 2018,Uni.,-0.7138906222222222,6473700000,Large,Blockbuster
122,2010-01-08,20000000,51445503,Daybreakers 2010,LGF,1.57227515,2069387650,Large,Blockbuster
123,2010-01-15,28000000,46752858,The Spy Next Door 2010,LGF,0.6697449285714285,2069387650,Large,Blockbuster
124,2010-04-16,28000000,97531134,Kick-Ass 2010,LGF,2.4832547857142857,2069387650,Large,Blockbuster
125,2010-06-04,75000000,95572749,Killers 2010,LGF,0.27430332,2069387650,Large,Blockbuster
126,2010-08-13,82000000,268268174,The Expendables 2010,LGF,2.2715630975609757,2069387650,Large,Blockbuster
127,2010-08-27,1800000,70165900,The Last Exorcism 2010,LGF,37.98105555555556,2069387650,Large,Medium
128,2010-09-24,1987650,21270290,Buried 2010,LGF,9.701225064774986,2069387650,Large,Medium
129,2010-10-29,17000000,133735284,Saw 3D 2010,LGF,6.8667814117647055,2069387650,Large,Blockbuster
130,2010-11-05,21000000,38017873,For Colored Girls 2010,LGF,0.8103749047619048,2069387650,Large,Blockbuster
131,2010-11-19,30000000,67255916,The Next Three Days 2010,LGF,1.2418638666666666,2069387650,Large,Blockbuster
132,2010-12-17,5000000,6205034,Rabbit Hole 2010,LGF,0.2410068,2069387650,Large,Medium
133,2011-03-18,40000000,87145086,The Lincoln Lawyer 2011,LGF,1.17862715,2069387650,Large,Blockbuster
134,2011-07-29,19100000,5965646,The Devil's Double 2011,LGF,-0.6876625130890053,2069387650,Large,Blockbuster
135,2011-09-09,25000000,24215385,Warrior 2011,LGF,-0.0313846,2069387650,Large,Blockbuster
136,2011-09-23,35000000,86648359,Abduction 2011,LGF,1.4756674,2069387650,Large,Blockbuster
137,2012-02-24,14000000,35579177,Tyler Perry's Good Deeds 2012,LGF,1.5413697857142856,2069387650,Large,Blockbuster
138,2012-03-23,80000000,677923379,The Hunger Games 2012,LGF,7.4740422375,2069387650,Large,Blockbuster
139,2012-04-13,30000000,70689968,The Cabin in the Woods 2012,LGF,1.3563322666666666,2069387650,Large,Blockbuster
140,2012-05-18,37500000,88473016,What to Expect When You're Expecting 2012,LGF,1.3592804266666667,2069387650,Large,Blockbuster
141,2012-06-29,20000000,66950887,Tyler Perry's Madea's Witness Protection 2012,LGF,2.34754435,2069387650,Large,Blockbuster
142,2012-08-17,100000000,311979256,The Expendables 2 2012,LGF,2.11979256,2069387650,Large,Blockbuster
143,2012-08-31,14000000,82925064,The Possession 2012,LGF,4.9232188571428575,2069387650,Large,Blockbuster
144,2012-09-21,45000000,41467606,Dredd 2012,LGF,-0.07849764444444444,2069387650,Large,Blockbuster
145,2013-01-04,20000000,47666013,Texas Chainsaw 3D 2013,LGF,1.38330065,2069387650,Large,Blockbuster
146,2013-01-18,30000000,48330757,The Last Stand 2013,LGF,0.6110252333333334,2069387650,Large,Blockbuster
147,2013-04-26,32500000,48425971,The Big Wedding 2013,LGF,0.4900298769230769,2069387650,Large,Blockbuster
148,2013-08-23,1000000,26887177,You're Next 2013,LGF,25.887177,2069387650,Large,Medium
149,2013-11-22,130000000,864868047,The Hunger Games: Catching Fire 2013,LGF,5.652831130769231,2069387650,Large,Blockbuster
150,2013-12-13,25000000,52543354,Tyler Perry's A Madea Christmas 2013,LGF,1.10173416,2069387650,Large,Blockbuster
151,2014-01-24,65000000,74575290,"I, Frankenstein 2014",LGF,0.14731215384615384,2069387650,Large,Blockbuster
152,2014-08-15,100000000,209461378,The Expendables 3 2014,LGF,1.09461378,2069387650,Large,Blockbuster
153,2014-10-10,5000000,17499242,Addicted 2014,LGF,2.4998484,2069387650,Large,Medium
154,2014-11-21,125000000,766575131,The Hunger Games: Mockingjay - Part 1 2014,LGF,5.132601048,2069387650,Large,Blockbuster
155,2015-01-23,60000000,30396134,Mortdecai 2015,LGF,-0.4933977666666667,2069387650,Large,Blockbuster
156,2015-02-20,8500000,43528634,The DUFF 2015,LGF,4.1210157647058825,2069387650,Large,Medium
157,2015-04-24,30000000,68984536,The Age of Adaline 2015,LGF,1.2994845333333334,2069387650,Large,Blockbuster
158,2015-07-24,13000000,14929184,The Vatican Tapes 2015,LGF,0.14839876923076922,2069387650,Large,Blockbuster
159,2015-08-21,28000000,30295028,American Ultra 2015,LGF,0.08196528571428571,2069387650,Large,Blockbuster
160,2015-09-18,30000000,84393749,Sicario 2015,LGF,1.8131249666666667,2069387650,Large,Blockbuster
161,2015-10-02,7000000,1732228,Freeheld 2015,LGF,-0.7525388571428572,2069387650,Large,Medium
162,2015-11-13,18000000,42227490,Love the Coopers 2015,LGF,1.3459716666666666,2069387650,Large,Blockbuster
163,2015-11-20,160000000,648986787,The Hunger Games: Mockingjay - Part 2 2015,LGF,3.05616741875,2069387650,Large,Blockbuster
164,2016-01-15,18000000,30535660,Norm of the North 2016,LGF,0.6964255555555555,2069387650,Large,Blockbuster
165,2016-01-22,11500000,105078449,Dirty Grandpa 2016,LGF,8.137256434782609,2069387650,Large,Blockbuster
166,2016-03-11,5000000,10182050,The Perfect Match 2016,LGF,1.03641,2069387650,Large,Medium
167,2016-07-27,20000000,70652284,Nerve 2016,LGF,2.5326142,2069387650,Large,Blockbuster
168,2016-08-12,12000000,37584304,Hell or High Water 2016,LGF,2.1320253333333334,2069387650,Large,Blockbuster
169,2016-09-16,10000000,38985577,Blair Witch 2016,LGF,2.8985577,2069387650,Large,Blockbuster
170,2016-10-07,8500000,23311293,Middle School: The Worst Years of My Life 2016,LGF,1.7425050588235294,2069387650,Large,Medium
171,2016-11-04,40000000,168904682,Hacksaw Ridge 2016,LGF,3.22261705,2069387650,Large,Blockbuster
172,2016-12-21,40000000,52837989,Patriots Day 2016,LGF,0.320949725,2069387650,Large,Blockbuster
173,2017-06-23,5000000,53972860,The Big Sick 2017,LGF,9.794572,2069387650,Large,Medium
174,2017-09-15,63000000,68310140,American Assassin 2017,LGF,0.0842879365079365,2069387650,Large,Blockbuster
175,2017-10-27,10000000,102445196,Jigsaw 2017,LGF,9.2445196,2069387650,Large,Blockbuster
176,2017-11-17,20000000,304604712,Wonder 2017,LGF,14.2302356,2069387650,Large,Blockbuster
177,2018-01-12,40000000,101985431,The Commuter 2018,LGF,1.549635775,2069387650,Large,Blockbuster
178,2018-02-02,3500000,44378040,Winchester 2018,LGF,11.67944,2069387650,Large,Medium
179,2018-02-16,50000000,45285890,Early Man 2018,LGF,-0.0942822,2069387650,Large,Blockbuster
180,2018-08-31,30000000,10096821,Kin 2018,LGF,-0.6634393,2069387650,Large,Blockbuster
181,2018-09-14,20000000,97628717,A Simple Favor 2018,LGF,3.88143585,2069387650,Large,Blockbuster
182,2018-09-28,5500000,18119231,Hell Fest 2018,LGF,2.2944056363636363,2069387650,Large,Medium
183,2010-01-15,3000000,5922292,Fish Tank 2010,IFC,0.9740973333333334,147020000,Large,Medium
184,2010-06-18,13000000,3617277,The Killer Inside Me 2010,IFC,-0.721747923076923,147020000,Large,Blockbuster
185,2010-07-23,4500000,281447,Life During Wartime 2010,IFC,-0.9374562222222222,147020000,Large,Medium
186,2010-08-20,4900000,23347461,Soul Kitchen 2010,IFC,3.7647879591836735,147020000,Large,Medium
187,2010-09-24,16000000,1467278,Enter the Void 2010,IFC,-0.908295125,147020000,Large,Blockbuster
188,2010-10-15,18000000,1619153,Carlos 2010,IFC,-0.9100470555555555,147020000,Large,Blockbuster
189,2010-11-12,50000,424149,Tiny Furniture 2010,IFC,7.48298,147020000,Large,Cheap
190,2011-04-01,2500000,593933,Super 2011,IFC,-0.7624268,147020000,Large,Medium
191,2011-04-22,4000000,679482,Stake Land 2011,IFC,-0.8301295,147020000,Large,Medium
192,2011-08-26,11000000,229653,Brighton Rock 2011,IFC,-0.9791224545454545,147020000,Large,Blockbuster
193,2012-02-03,800000,462206,Kill List 2012,IFC,-0.4222425,147020000,Large,Cheap
194,2012-05-18,8900000,22744132,Polisse 2012,IFC,1.5555204494382022,147020000,Large,Medium
195,2012-06-15,120000,3090593,Your Sister's Sister 2012,IFC,24.754941666666667,147020000,Large,Cheap
196,2013-04-26,15000000,528731,The Reluctant Fundamentalist 2013,IFC,-0.9647512666666667,147020000,Large,Blockbuster
197,2013-05-17,3000000,11262769,Frances Ha 2013,IFC,2.754256333333333,147020000,Large,Medium
198,2013-08-02,250000,62375,The Canyons 2013,IFC,-0.7505,147020000,Large,Cheap
199,2013-08-16,5000000,1075009,Ain't Them Bodies Saints 2013,IFC,-0.7849982,147020000,Large,Medium
200,2014-03-07,4000000,1158877,The Face of Love 2014,IFC,-0.71028075,147020000,Large,Medium
201,2014-07-11,4000000,57273049,Boyhood 2014,IFC,13.31826225,147020000,Large,Medium
202,2014-10-17,1000000,101053,Camp X-Ray 2014,IFC,-0.898947,147020000,Large,Medium
203,2014-11-28,2000000,7482387,The Babadook 2014,IFC,2.7411935,147020000,Large,Medium
204,2015-05-08,3000000,772366,The D Train 2015,IFC,-0.7425446666666666,147020000,Large,Medium
205,2015-06-19,4000000,797439,Manglehorn 2015,IFC,-0.80064025,147020000,Large,Medium
206,2016-04-29,10000000,12382122,The Man Who Knew Infinity 2016,IFC,0.2382122,147020000,Large,Blockbuster
207,2016-05-06,9000000,7704357,Dheepan 2016,IFC,-0.14396033333333333,147020000,Large,Medium
208,2010-01-15,18000000,15696146,The Last Station 2010,SPC,-0.12799188888888888,304590000,Large,Blockbuster
209,2010-03-26,13000000,11831131,Chloe 2010,SPC,-0.089913,304590000,Large,Blockbuster
210,2010-04-30,3000000,4570178,Please Give 2010,SPC,0.5233926666666666,304590000,Large,Medium
211,2010-05-07,7000000,6537179,Mother and Child 2010,SPC,-0.06611728571428571,304590000,Large,Medium
212,2010-05-28,42000000,11756922,Micmacs 2010,SPC,-0.7200732857142857,304590000,Large,Blockbuster
213,2010-07-30,7000000,10828305,Get Low 2010,SPC,0.5469007142857143,304590000,Large,Medium
214,2010-08-13,4200000,8078683,Animal Kingdom 2010,SPC,0.9234959523809524,304590000,Large,Medium
215,2010-09-22,15000000,34247816,You Will Meet a Tall Dark Stranger 2010,SPC,1.2831877333333332,304590000,Large,Blockbuster
216,2010-10-08,2000000,7799257,Inside Job 2010,SPC,2.8996285,304590000,Large,Medium
217,2010-11-19,8000000,15644196,Made in Dagenham 2010,SPC,0.9555245,304590000,Large,Medium
218,2010-12-29,8000000,20005613,Another Year 2010,SPC,1.500701625,304590000,Large,Medium
219,2011-03-18,5800000,9662214,Winter in Wartime 2011,SPC,0.6658989655172414,304590000,Large,Medium
220,2011-04-22,1800000,783733,POM Wonderful Presents: The Greatest Movie Ever Sold 2011,SPC,-0.5645927777777778,304590000,Large,Medium
221,2011-05-20,30000000,162502774,Midnight in Paris 2011,SPC,4.416759133333334,304590000,Large,Blockbuster
222,2011-07-29,6000000,21197454,The Guard 2011,SPC,2.532909,304590000,Large,Medium
223,2011-08-23,1800000,842693,Higher Ground 2011,SPC,-0.5318372222222222,304590000,Large,Medium
224,2011-09-30,4750000,4972016,Take Shelter 2011,SPC,0.04674021052631579,304590000,Large,Medium
225,2011-11-23,20000000,14807531,A Dangerous Method 2011,SPC,-0.25962345,304590000,Large,Blockbuster
226,2012-04-06,3000000,1324299,Damsels in Distress 2012,SPC,-0.558567,304590000,Large,Medium
227,2012-04-20,12000000,1200346,Darling Companion 2012,SPC,-0.8999711666666667,304590000,Large,Blockbuster
228,2012-06-22,21500000,74326015,To Rome with Love 2012,SPC,2.457023953488372,304590000,Large,Blockbuster
229,2012-08-03,840000,3787689,Celeste and Jesse Forever 2012,SPC,3.5091535714285715,304590000,Large,Cheap
230,2012-12-19,9700000,36787044,Amour 2012,SPC,2.792478762886598,304590000,Large,Medium
231,2013-05-24,3000000,23251930,Before Midnight 2013,SPC,6.7506433333333336,304590000,Large,Medium
232,2013-07-26,18000000,102912961,Blue Jasmine 2013,SPC,4.717386722222222,304590000,Large,Blockbuster
233,2014-02-28,1700000,12231500,The Lunchbox 2014,SPC,6.195,304590000,Large,Medium
234,2014-10-10,3300000,38969037,Whiplash 2014,SPC,10.80879909090909,304590000,Large,Medium
235,2014-12-19,14000000,25187026,Mr. Turner 2014,SPC,0.7990732857142857,304590000,Large,Blockbuster
236,2015-01-16,5000000,41699612,Still Alice 2015,SPC,7.3399224,304590000,Large,Medium
237,2015-06-05,10000000,6646669,Testament of Youth 2015,SPC,-0.3353331,304590000,Large,Blockbuster
238,2015-08-07,2000000,2279959,The Diary of a Teenage Girl 2015,SPC,0.1399795,304590000,Large,Medium
239,2016-04-22,3200000,5526942,The Meddler 2016,SPC,0.727169375,304590000,Large,Medium
240,2010-01-15,80000000,158750817,The Book of Eli 2010,WB,0.9843852125,8194000000,Large,Blockbuster
241,2010-01-29,60000000,82812456,Edge of Darkness 2010,WB,0.3802076,8194000000,Large,Blockbuster
242,2010-02-26,37000000,55909910,Cop Out 2010,WB,0.5110786486486486,8194000000,Large,Blockbuster
243,2010-04-23,25000000,29863840,The Losers 2010,WB,0.1945536,8194000000,Large,Blockbuster
244,2010-06-04,30000000,28542494,Splice 2010,WB,-0.04858353333333333,8194000000,Large,Blockbuster
245,2010-06-18,47000000,11022696,Jonah Hex 2010,WB,-0.7654745531914894,8194000000,Large,Blockbuster
246,2010-07-16,160000000,835524642,Inception 2010,WB,4.2220290125,8194000000,Large,Blockbuster
247,2010-07-30,85000000,113026383,Cats & Dogs: The Revenge of Kitty Galore 2010,WB,0.32972215294117646,8194000000,Large,Blockbuster
248,2010-08-06,14000000,4289993,Flipped 2010,WB,-0.6935719285714286,8194000000,Large,Blockbuster
249,2010-09-17,37000000,152566881,The Town 2010,WB,3.1234292162162163,8194000000,Large,Blockbuster
250,2010-09-24,100000000,139716717,Legend of the Guardians: The Owls of Ga'Hoole 2010,WB,0.39716717,8194000000,Large,Blockbuster
251,2010-10-08,38000000,105887837,Life as We Know It 2010,WB,1.7865220263157895,8194000000,Large,Blockbuster
252,2010-10-15,50000000,108660270,Hereafter 2010,WB,1.1732054,8194000000,Large,Blockbuster
253,2010-11-05,65000000,211739043,Due Date 2010,WB,2.2575237384615385,8194000000,Large,Blockbuster
254,2010-12-17,80000000,204774690,Yogi Bear 2010,WB,1.559683625,8194000000,Large,Blockbuster
255,2011-02-18,40000000,136123083,Unknown 2011,WB,2.403077075,8194000000,Large,Blockbuster
256,2011-03-11,42000000,91678442,Red Riding Hood 2011,WB,1.1828200476190476,8194000000,Large,Blockbuster
257,2011-03-25,75000000,89758389,Sucker Punch 2011,WB,0.19677852,8194000000,Large,Blockbuster
